job_title,company,country,city,salary_min,salary_max,currency,remote_type,experience_level,required_skills,posted_date,source,job_description,salary_avg
C++ Computer Vision AI Engineer,Zebra Technologies,UNITED KINGDOM,London,88000.0,88000.0,USD,Remote,Mid-level,Computer Vision,2026-01-28,Adzuna,"Remote Work: Hybrid Overview: At Zebra, we are a community of innovators who come together to create new ways of working. United by curiosity and a culture of caring, we develop smart solutions that anticipate our customer's and partner's needs and solve their challenges. Being a part of Zebra Nation means you are seen, heard, valued, and respected. Drawing from our unique perspectives, we collaborate to deliver on our purpose. Here you are a part of a team pushing boundaries today to redefine …",88000.0
Computer Vision Research Engineer (Biometric Platform),iProov,UNITED KINGDOM,London,47000.0,47000.0,USD,Remote,Mid-level,Computer Vision,2026-01-23,Adzuna,"Computer Vision Research Engineer About iProov iProov provides science-based biometric solutions that enable the world’s most security-conscious organizations to streamline secure remote onboarding and authentication for digital and physical access. Our award-winning liveness technology and iSOC offer unmatched resilience against deepfakes and generative AI threats while ensuring effortless, scalable user experiences. Trusted by leading governments and enterprises, including the U.S. Department…",47000.0
Computer Vision and Artificial Intelligence Engineer,MBDA,UNITED KINGDOM,Bristol,77000.0,77000.0,USD,Hybrid,Mid-level,Computer Vision,2026-02-01,Adzuna,"As a Computer Vision and Artificial Intelligence Engineer within the Image Processing UK department, you will play a critical role in the development of MBDA products and technologies. You will be an important member of a department that produces world-beating algorithms. Salary : Up to £62,000 depending on experience Dynamic (hybrid) working : 4-5 days per week on-site due to workload classification Security Clearance : British Citizen or a Dual UK national with British citizenship Restriction…",77000.0
Computer Vision and Artificial Intelligence Engineer,MBDA UK,UNITED KINGDOM,Bristol,79000.0,79000.0,USD,Hybrid,Mid-level,Computer Vision,2026-02-04,Adzuna,"As a Computer Vision and Artificial Intelligence Engineer within the Image Processing UK department, you will play a critical role in the development of MBDA products and technologies. You will be an important member of a department that produces world-beating algorithms. Salary: Up to £62,000 depending on experience Dynamic (hybrid) working: 4-5 days per week on-site due to workload classification Security Clearance: British Citizen or a Dual UK national with British citizenship Restrictions a…",79000.0
Computer Vision and Artificial Intelligence Engineer - Graduate Programme 2026,MBDA,UNITED KINGDOM,Bristol,62000.0,62000.0,USD,Hybrid,Mid-level,Computer Vision,2025-11-06,Adzuna,"Computer Vision and Artificial Intelligence Engineer - Graduate Programme 2026 Computer Vision and AI Engineers produce world-leading algorithms that use imaging sensors to provide situational awareness, and guide weapons to their target with maximum precision. Salary: £31,500 plus a £3000 joining bonus Dynamic (Hybrid) Working : 4-5 days per week on-site due to workload classification. Security Clearance : British Citizen or a Dual UK national with British citizenship. Restrictions and/or limi…",62000.0
Senior Data Scientist,Anson Mccade,UNITED KINGDOM,London,127000.0,127000.0,USD,Hybrid,Senior,,2026-01-30,Adzuna,"Job Title: Senior Data Scientist - up to £110,000 Location: Hybrid / London, Gloucester, Poole, Portsmouth Role Type: Full-time, Permanent The Opportunity We are looking for an exceptional Senior Data Scientist to join our world-class team. In this role, you wont just be building models in a vacuum; you will be solving the most complex, high-stakes problems for global organizations. You will sit at the intersection of cutting-edge AI research and real-world commercial impact, transforming raw d…",127000.0
AI Research Engineer,Harnham - Data & Analytics Recruitment,UNITED KINGDOM,London,76000.0,89000.0,USD,Hybrid,Mid-level,,2026-02-19,Adzuna,"AI Research Engineer London (Hybrid - 2 days in office) Competitive salary between £60,000 - £70,000  bonus and benefits This is a great opportunity for an AI Research Engineer who wants to work on applied AI. You will be joining a newly created AI function with investment and a clear mandate to transform how a specialist insurer operates using LLMs, agents, and automation across the claims journey. The Company They are a UK-based, digitally led specialist home insurer with a strong focus on co…",82500.0
BRILLIANT PART-TIME HYBRID PA/EA OPPORTUNITY SUPPORTING SUCCESSFUL AI RESEARCHER,19 London,UNITED KINGDOM,London,66000.0,66000.0,USD,Hybrid,Lead,,2026-02-17,Adzuna,"We are seeking a highly organised, tech-savvy and proactive Private PA / EA to support a successful AI researcher based in London. This is a brand-new role created to provide both private and light executive support, with the primary objective of giving the Principal valuable time back. The Principal is exceptionally capable and high-performing in their professional life, but is seeking support with life administration, scheduling, healthcare coordination and bringing structure to day-to-day or…",66000.0
AI Research Scientist | Protein-Protein Interactions,Resurrect Bio,UNITED KINGDOM,White City,82000.0,82000.0,USD,Hybrid,Mid-level,,2025-12-01,Adzuna,"Flexible start: Latest End of June, 2026. This is hybrid role with a minimum 3 days in the lab at White City, London (W12 7RZ) required. About Resurrect Bio Resurrect Bio is a VC-backed plant biotech start-up, discovering how to make crops resistant to disease using gene editing. We fix the immune system of crop species. We have a unique pipeline and platform for discovering resistance genes in crops which have been defeated by pathogens and pests. We then resurrect (restore) those resistance g…",82000.0
AI Research Engineer - Reinforcement Learning (100% Remote),Tether Operations Limited,UNITED KINGDOM,Paddington,78000.0,78000.0,USD,Remote,Mid-level,,2026-02-18,Adzuna,"Join Tether and Shape the Future of Digital Finance At Tether, we’re not just building products, we’re pioneering a global financial revolution. Our cutting-edge solutions empower businesses—from exchanges and wallets to payment processors and ATMs—to seamlessly integrate reserve-backed tokens across blockchains. By harnessing the power of blockchain technology, Tether enables you to store, send, and receive digital tokens instantly, securely, and globally, all at a fraction of the cost. Transp…",78000.0
AI Research Engineer - Pre training (100% Remote),Tether Operations Limited,UNITED KINGDOM,Paddington,64000.0,64000.0,USD,Remote,Mid-level,,2026-02-18,Adzuna,"Join Tether and Shape the Future of Digital Finance At Tether, we’re not just building products, we’re pioneering a global financial revolution. Our cutting-edge solutions empower businesses—from exchanges and wallets to payment processors and ATMs—to seamlessly integrate reserve-backed tokens across blockchains. By harnessing the power of blockchain technology, Tether enables you to store, send, and receive digital tokens instantly, securely, and globally, all at a fraction of the cost. Transp…",64000.0
Platform Engineer,Few&Far,UNITED KINGDOM,London,84000.0,84000.0,USD,Onsite,Mid-level,,2026-01-29,Adzuna," ♂️Platform Engineer– Cloud Infrastructure London (Onsite) Up to £120,000 Agentic AI for Enterprises I'm partnered with a fast-growing AI research and engineering startup building advanced agentic AI systems that automate and accelerate complex software engineering workflows. The platform sits at the intersection of AI research and real-world production systems. Backed by $2.5M in seed funding from top-tier investors, they're expanding their core engineering team and are looking for a Platform …",84000.0
Staff Software Engineer (Fullstack / Remote UK),TalentCo,UNITED KINGDOM,Bury,70000.0,70000.0,USD,Remote,Lead,,2026-02-16,Adzuna,"TalentCo are delighted to be working with a fast-growing Agentic AI startup looking to hire a high-calibre Staff Software Engineer into their growing engineering team in Europe, having recently closed a significant seed funding round. This hire can be based fully-remote anywhere in the UK (or Western Europe), for this Silicon Valley headquartered startup. You will be at the forefront of building and scaling AI-powered applications, transforming how enterprises interact with intelligent agents. …",70000.0
Staff Software Engineer (Fullstack / Remote UK),TalentCo,UNITED KINGDOM,Covent Garden,78000.0,78000.0,USD,Remote,Lead,,2026-02-16,Adzuna,"TalentCo are delighted to be working with a fast-growing Agentic AI startup looking to hire a high-calibre Staff Software Engineer into their growing engineering team in Europe, having recently closed a significant seed funding round. This hire can be based fully-remote anywhere in the UK (or Western Europe), for this Silicon Valley headquartered startup. You will be at the forefront of building and scaling AI-powered applications, transforming how enterprises interact with intelligent agents. …",78000.0
Staff Software Engineer (Fullstack / Remote UK),TalentCo,UNITED KINGDOM,Altrincham,71000.0,71000.0,USD,Remote,Lead,,2026-02-16,Adzuna,"TalentCo are delighted to be working with a fast-growing Agentic AI startup looking to hire a high-calibre Staff Software Engineer into their growing engineering team in Europe, having recently closed a significant seed funding round. This hire can be based fully-remote anywhere in the UK (or Western Europe), for this Silicon Valley headquartered startup. You will be at the forefront of building and scaling AI-powered applications, transforming how enterprises interact with intelligent agents. …",71000.0
Staff Software Engineer (Fullstack / Remote UK),TalentCo,UNITED KINGDOM,Bolton,70000.0,70000.0,USD,Remote,Lead,,2026-02-16,Adzuna,"TalentCo are delighted to be working with a fast-growing Agentic AI startup looking to hire a high-calibre Staff Software Engineer into their growing engineering team in Europe, having recently closed a significant seed funding round. This hire can be based fully-remote anywhere in the UK (or Western Europe), for this Silicon Valley headquartered startup. You will be at the forefront of building and scaling AI-powered applications, transforming how enterprises interact with intelligent agents. …",70000.0
